"item","provider","Human","LLM"
"arv_h_6","PT-24-013",0,0
"arv_h_7","PT-24-013",1,0
"arv_h_8","PT-24-013",1,0
"arv_h_9","PT-24-013",0,0
"arv_h_10","PT-24-013",0,0
"arv_h_11","PT-24-013",0,0
"arv_h_12","PT-24-013",0,0
"arv_h_13","PT-24-013",0,0
"arv_h_14","PT-24-013",0,0
"arv_h_15","PT-24-013",0,0
"arv_h_16","PT-24-013",0,0
"arv_h_17","PT-24-013",0,0
"arv_h_18","PT-24-013",0,0
"arv_h_19","PT-24-013",0,0
"arv_ce_1","PT-24-013",0,1
"arv_ce_2","PT-24-013",0,0
"arv_ce_3","PT-24-013",0,1
"arv_lt_1","PT-24-013",0,1
"arv_lt_2","PT-24-013",0,0
"arv_lt_3","PT-24-013",0,0
"arv_lt_4","PT-24-013",0,1
"arv_lt_5","PT-24-013",0,1
"arv_lt_6","PT-24-013",0,1
"arv_lt_7","PT-24-013",0,0
"arv_lt_8","PT-24-013",0,1
"arv_lt_9","PT-24-013",0,0
"arv_lt_10","PT-24-013",0,1
"arv_lt_11","PT-24-013",1,0
"arv_d","PT-24-013",1,1
"arv_t_1","PT-24-013",1,1
"arv_t_2","PT-24-013",0,0
"arv_m_1","PT-24-013",0,0
"arv_m_2","PT-24-013",0,0
"arv_m_3","PT-24-013",0,0
"arv_con_1","PT-24-013",0,1
"arv_con_2","PT-24-013",0,0
"arv_con_3","PT-24-013",0,0
"arv_con_4","PT-24-013",0,0
"arv_con_5","PT-24-013",0,0
"ce_1","PT-24-013",0,1
"ce_2","PT-24-013",0,1
"ce_3","PT-24-013",0,1
"ce_4","PT-24-013",0,1
"ce_5","PT-24-013",0,0
"ce_6","PT-24-013",0,0
"ce_7","PT-24-013",0,0
"med_1","PT-24-013",0,0
"med_2","PT-24-013",0,1
"med_3","PT-24-013",0,1
"med_4","PT-24-013",0,0
"med_5","PT-24-013",0,1
"med_6","PT-24-013",0,0
"med_7","PT-24-013",0,0
"med_8","PT-24-013",0,1
"med_9","PT-24-013",0,0
"med_10","PT-24-013",0,0
"med_11","PT-24-013",0,0
"med_12","PT-24-013",0,0
"ast_h_1","PT-24-018",NA,NA
"ast_h_2","PT-24-018",NA,NA
"ast_h_3","PT-24-018",NA,NA
"ast_h_4","PT-24-018",NA,NA
"ast_h_5","PT-24-018",NA,NA
"ast_h_6","PT-24-018",NA,NA
"ast_h_7","PT-24-018",NA,NA
"ast_h_8","PT-24-018",NA,NA
"ast_h_9","PT-24-018",NA,NA
"ast_h_10","PT-24-018",NA,NA
"ast_h_11","PT-24-018",NA,NA
"ast_h_12","PT-24-018",NA,NA
"ast_h_13","PT-24-018",NA,NA
"ast_h_14","PT-24-018",NA,NA
"ast_h_15","PT-24-018",NA,NA
"ast_h_16","PT-24-018",NA,NA
"ast_h_17","PT-24-018",NA,NA
"ast_h_18","PT-24-018",NA,NA
"ast_h_19","PT-24-018",NA,NA
"ast_h_20","PT-24-018",NA,NA
"ast_h_21","PT-24-018",NA,NA
"ast_h_22","PT-24-018",NA,NA
"ast_h_23","PT-24-018",NA,NA
"ast_h_24","PT-24-018",NA,NA
"ast_h_25","PT-24-018",NA,NA
"ast_h_26","PT-24-018",NA,NA
"ast_h_27","PT-24-018",NA,NA
"ast_h_28","PT-24-018",NA,NA
"ast_h_29","PT-24-018",NA,NA
"ast_h_30","PT-24-018",NA,NA
"ast_h_31","PT-24-018",NA,NA
"ast_lt_1","PT-24-018",NA,NA
"ast_lt_2","PT-24-018",NA,NA
"ast_d","PT-24-018",NA,NA
"ast_t_1","PT-24-018",NA,NA
"ast_t_2","PT-24-018",NA,NA
"ast_t_3","PT-24-018",NA,NA
"ast_con_1","PT-24-018",NA,NA
"ast_con_2","PT-24-018",NA,NA
"ast_con_3","PT-24-018",NA,NA
"ast_con_4","PT-24-018",NA,NA
"ast_con_5","PT-24-018",NA,NA
"ast_referral","PT-24-018",NA,NA
"pne_h_1","PT-24-018",NA,NA
"pne_h_2","PT-24-018",NA,NA
"pne_h_3","PT-24-018",NA,NA
"pne_h_4","PT-24-018",NA,NA
"pne_h_5","PT-24-018",NA,NA
"pne_h_6","PT-24-018",NA,NA
"pne_h_7","PT-24-018",NA,NA
"pne_h_8","PT-24-018",NA,NA
"pne_h_9","PT-24-018",NA,NA
"pne_h_10","PT-24-018",NA,NA
"pne_h_11","PT-24-018",NA,NA
"pne_h_12","PT-24-018",NA,NA
"pne_h_13","PT-24-018",NA,NA
"pne_h_14","PT-24-018",NA,NA
"pne_h_15","PT-24-018",NA,NA
"pne_h_16","PT-24-018",NA,NA
"pne_h_17","PT-24-018",NA,NA
"pne_h_18","PT-24-018",NA,NA
"pne_h_19","PT-24-018",NA,NA
"pne_h_20","PT-24-018",NA,NA
"pne_lt_1","PT-24-018",NA,NA
"pne_lt_2","PT-24-018",NA,NA
"pne_d","PT-24-018",NA,NA
"pne_t_1","PT-24-018",NA,NA
"pne_t_2","PT-24-018",NA,NA
"pne_t_3","PT-24-018",NA,NA
"pne_t_4","PT-24-018",NA,NA
"pne_con_1","PT-24-018",NA,NA
"pne_con_2","PT-24-018",NA,NA
"pne_referral","PT-24-018",NA,NA
"t2d_h_1","PT-24-018",NA,NA
"t2d_h_2","PT-24-018",NA,NA
"t2d_h_3","PT-24-018",NA,NA
"t2d_h_4","PT-24-018",NA,NA
"t2d_h_5","PT-24-018",NA,NA
"t2d_h_6","PT-24-018",NA,NA
"t2d_h_7","PT-24-018",NA,NA
"t2d_h_8","PT-24-018",NA,NA
"t2d_h_9","PT-24-018",NA,NA
"t2d_h_10","PT-24-018",NA,NA
"t2d_h_11","PT-24-018",NA,NA
"t2d_h_12","PT-24-018",NA,NA
"t2d_h_13","PT-24-018",NA,NA
"t2d_h_14","PT-24-018",NA,NA
"t2d_h_15","PT-24-018",NA,NA
"t2d_h_16","PT-24-018",NA,NA
"t2d_h_17","PT-24-018",NA,NA
"t2d_h_18","PT-24-018",NA,NA
"t2d_h_19","PT-24-018",NA,NA
"t2d_h_20","PT-24-018",NA,NA
"t2d_ce_1","PT-24-018",NA,NA
"t2d_ce_2","PT-24-018",NA,NA
"t2d_ce_3","PT-24-018",NA,NA
"t2d_ce_4","PT-24-018",NA,NA
"t2d_ce_5","PT-24-018",NA,NA
"t2d_ce_6","PT-24-018",NA,NA
"t2d_lt_1","PT-24-018",NA,NA
"t2d_lt_2","PT-24-018",NA,NA
"t2d_lt_3","PT-24-018",NA,NA
"t2d_d","PT-24-018",NA,NA
"t2d_t_1","PT-24-018",NA,NA
"t2d_t_2","PT-24-018",NA,NA
"t2d_t_3","PT-24-018",NA,NA
"t2d_t_4","PT-24-018",NA,NA
"t2d_con_1","PT-24-018",NA,NA
"t2d_con_2","PT-24-018",NA,NA
"t2d_con_3","PT-24-018",NA,NA
"t2d_con_4","PT-24-018",NA,NA
"t2d_referral","PT-24-018",NA,NA
"tb1_h_1","PT-24-018",NA,NA
"tb1_h_2","PT-24-018",NA,NA
"tb1_h_3","PT-24-018",NA,NA
"tb1_h_4","PT-24-018",NA,NA
"tb1_h_5","PT-24-018",NA,NA
"tb1_h_6","PT-24-018",NA,NA
"tb1_h_7","PT-24-018",NA,NA
"tb1_h_8","PT-24-018",NA,NA
"tb1_h_9","PT-24-018",NA,NA
"tb1_h_10","PT-24-018",NA,NA
"tb1_h_11","PT-24-018",NA,NA
"tb1_h_12","PT-24-018",NA,NA
"tb1_h_13","PT-24-018",NA,NA
"tb1_h_14","PT-24-018",NA,NA
"tb1_h_15","PT-24-018",NA,NA
"tb1_h_16","PT-24-018",NA,NA
"tb1_h_17","PT-24-018",NA,NA
"tb1_h_18","PT-24-018",NA,NA
"tb1_h_19","PT-24-018",NA,NA
"tb1_h_20","PT-24-018",NA,NA
"tb1_h_21","PT-24-018",NA,NA
"tb1_h_22","PT-24-018",NA,NA
"tb1_h_23","PT-24-018",NA,NA
"tb1_h_24","PT-24-018",NA,NA
"tb1_ce_1","PT-24-018",NA,NA
"tb1_ce_2","PT-24-018",NA,NA
"tb1_lt_1","PT-24-018",NA,NA
"tb1_lt_2","PT-24-018",NA,NA
"tb1_lt_3","PT-24-018",NA,NA
"tb1_lt_4","PT-24-018",NA,NA
"tb1_lt_5","PT-24-018",NA,NA
"tb1_d","PT-24-018",NA,NA
"tb1_t_1","PT-24-018",NA,NA
"tb1_t_2","PT-24-018",NA,NA
"tb1_con_1","PT-24-018",NA,NA
"tb1_con_2","PT-24-018",NA,NA
"tb1_con_3","PT-24-018",NA,NA
"tb1_con_4","PT-24-018",NA,NA
"tb1_referral","PT-24-018",NA,NA
"htn_h_1","PT-24-018",NA,NA
"htn_h_2","PT-24-018",NA,NA
"htn_h_3","PT-24-018",NA,NA
"htn_h_4","PT-24-018",NA,NA
"htn_h_5","PT-24-018",NA,NA
"htn_h_6","PT-24-018",NA,NA
"htn_h_7","PT-24-018",NA,NA
"htn_h_8","PT-24-018",NA,NA
"htn_h_9","PT-24-018",NA,NA
"htn_h_10","PT-24-018",NA,NA
"htn_h_11","PT-24-018",NA,NA
"htn_h_12","PT-24-018",NA,NA
"htn_h_13","PT-24-018",NA,NA
"htn_h_14","PT-24-018",NA,NA
"htn_h_15","PT-24-018",NA,NA
"htn_h_16","PT-24-018",NA,NA
"htn_h_17","PT-24-018",NA,NA
"htn_h_18","PT-24-018",NA,NA
"htn_h_19","PT-24-018",NA,NA
"htn_h_20","PT-24-018",NA,NA
"htn_ce_1","PT-24-018",NA,NA
"htn_ce_2","PT-24-018",NA,NA
"htn_lt_1","PT-24-018",NA,NA
"htn_lt_2","PT-24-018",NA,NA
"htn_lt_3","PT-24-018",NA,NA
"htn_lt_4","PT-24-018",NA,NA
"htn_lt_5","PT-24-018",NA,NA
"htn_d","PT-24-018",NA,NA
"htn_t_1","PT-24-018",NA,NA
"htn_t_2","PT-24-018",NA,NA
"htn_t_3","PT-24-018",NA,NA
"htn_t_4","PT-24-018",NA,NA
"htn_con_1","PT-24-018",NA,NA
"htn_con_2","PT-24-018",NA,NA
"htn_con_3","PT-24-018",NA,NA
"htn_con_4","PT-24-018",NA,NA
"htn_referral","PT-24-018",NA,NA
"hbc_h_1","PT-24-018",NA,NA
"hbc_h_2","PT-24-018",NA,NA
"hbc_h_3","PT-24-018",NA,NA
"hbc_h_4","PT-24-018",NA,NA
"hbc_h_5","PT-24-018",NA,NA
"hbc_h_6","PT-24-018",NA,NA
"hbc_h_7","PT-24-018",NA,NA
"hbc_h_8","PT-24-018",NA,NA
"hbc_h_9","PT-24-018",NA,NA
"hbc_h_10","PT-24-018",NA,NA
"hbc_h_11","PT-24-018",NA,NA
"hbc_h_12","PT-24-018",NA,NA
"hbc_h_13","PT-24-018",NA,NA
"hbc_h_14","PT-24-018",NA,NA
"hbc_h_15","PT-24-018",NA,NA
"hbc_h_16","PT-24-018",NA,NA
"hbc_h_17","PT-24-018",NA,NA
"hbc_h_18","PT-24-018",NA,NA
"hbc_h_19","PT-24-018",NA,NA
"hbc_h_20","PT-24-018",NA,NA
"hbc_h_21","PT-24-018",NA,NA
"hbc_ce_1","PT-24-018",NA,NA
"hbc_ce_2","PT-24-018",NA,NA
"hbc_ce_3","PT-24-018",NA,NA
"hbc_ce_4","PT-24-018",NA,NA
"hbc_ce_5","PT-24-018",NA,NA
"hbc_lt_1","PT-24-018",NA,NA
"hbc_lt_2","PT-24-018",NA,NA
"hbc_lt_3","PT-24-018",NA,NA
"hbc_lt_4","PT-24-018",NA,NA
"hbc_lt_5","PT-24-018",NA,NA
"hbc_lt_6","PT-24-018",NA,NA
"hbc_lt_7","PT-24-018",NA,NA
"hbc_lt_8","PT-24-018",NA,NA
"hbc_lt_9","PT-24-018",NA,NA
"hbc_lt_10","PT-24-018",NA,NA
"hbc_lt_11","PT-24-018",NA,NA
"hbc_d","PT-24-018",NA,NA
"hbc_t_1","PT-24-018",NA,NA
"hbc_t_2","PT-24-018",NA,NA
"hbc_t_3","PT-24-018",NA,NA
"hbc_t_4","PT-24-018",NA,NA
"hbc_t_5","PT-24-018",NA,NA
"hbc_t_6","PT-24-018",NA,NA
"hbc_m_1","PT-24-018",NA,NA
"hbc_m_2","PT-24-018",NA,NA
"hbc_m_3","PT-24-018",NA,NA
"hbc_m_4","PT-24-018",NA,NA
"hbc_m_5","PT-24-018",NA,NA
"hbc_m_6","PT-24-018",NA,NA
"hbc_m_7","PT-24-018",NA,NA
"hbc_con_1","PT-24-018",NA,NA
"hbc_con_2","PT-24-018",NA,NA
"hbc_con_3","PT-24-018",NA,NA
"hbc_con_4","PT-24-018",NA,NA
"hbp_h_1","PT-24-018",NA,NA
"hbp_h_2","PT-24-018",NA,NA
"hbp_h_3","PT-24-018",NA,NA
"hbp_h_4","PT-24-018",NA,NA
"hbp_h_5","PT-24-018",NA,NA
"hbp_h_6","PT-24-018",NA,NA
"hbp_h_7","PT-24-018",NA,NA
"hbp_h_8","PT-24-018",NA,NA
"hbp_h_9","PT-24-018",NA,NA
"hbp_h_10","PT-24-018",NA,NA
"hbp_h_11","PT-24-018",NA,NA
"hbp_h_12","PT-24-018",NA,NA
"hbp_h_13","PT-24-018",NA,NA
"hbp_h_14","PT-24-018",NA,NA
"hbp_h_15","PT-24-018",NA,NA
"hbp_h_16","PT-24-018",NA,NA
"hbp_h_17","PT-24-018",NA,NA
"hbp_h_18","PT-24-018",NA,NA
"hbp_h_19","PT-24-018",NA,NA
"hbp_ce_1","PT-24-018",NA,NA
"hbp_ce_2","PT-24-018",NA,NA
"hbp_ce_3","PT-24-018",NA,NA
"hbp_ce_4","PT-24-018",NA,NA
"hbp_lt_1","PT-24-018",NA,NA
"hbp_lt_2","PT-24-018",NA,NA
"hbp_lt_3","PT-24-018",NA,NA
"hbp_lt_4","PT-24-018",NA,NA
"hbp_lt_5","PT-24-018",NA,NA
"hbp_lt_6","PT-24-018",NA,NA
"hbp_lt_7","PT-24-018",NA,NA
"hbp_d","PT-24-018",NA,NA
"hbp_t_1","PT-24-018",NA,NA
"hbp_t_2","PT-24-018",NA,NA
"hbp_t_3","PT-24-018",NA,NA
"hbp_m_1","PT-24-018",NA,NA
"hbp_m_2","PT-24-018",NA,NA
"hbp_m_3","PT-24-018",NA,NA
"hbp_m_4","PT-24-018",NA,NA
"hbp_con_1","PT-24-018",NA,NA
"hbp_con_2","PT-24-018",NA,NA
"hbp_con_3","PT-24-018",NA,NA
"hbp_con_4","PT-24-018",NA,NA
"hbp_con_5","PT-24-018",NA,NA
"hbv_h_1","PT-24-018",NA,NA
"hbv_h_2","PT-24-018",NA,NA
"hbv_h_3","PT-24-018",NA,NA
"hbv_h_4","PT-24-018",NA,NA
"hbv_h_5","PT-24-018",NA,NA
"hbv_h_6","PT-24-018",NA,NA
"hbv_h_7","PT-24-018",NA,NA
"hbv_h_8","PT-24-018",NA,NA
"hbv_h_9","PT-24-018",NA,NA
"hbv_h_10","PT-24-018",NA,NA
"hbv_h_11","PT-24-018",NA,NA
"hbv_h_12","PT-24-018",NA,NA
"hbv_h_13","PT-24-018",NA,NA
"hbv_h_14","PT-24-018",NA,NA
"hbv_h_15","PT-24-018",NA,NA
"hbv_h_16","PT-24-018",NA,NA
"hbv_h_17","PT-24-018",NA,NA
"hbv_h_18","PT-24-018",NA,NA
"hbv_h_19","PT-24-018",NA,NA
"hbv_h_20","PT-24-018",NA,NA
"hbv_h_21","PT-24-018",NA,NA
"hbv_ce_1","PT-24-018",NA,NA
"hbv_ce_2","PT-24-018",NA,NA
"hbv_ce_3","PT-24-018",NA,NA
"hbv_lt_1","PT-24-018",NA,NA
"hbv_lt_2","PT-24-018",NA,NA
"hbv_lt_3","PT-24-018",NA,NA
"hbv_lt_4","PT-24-018",NA,NA
"hbv_lt_5","PT-24-018",NA,NA
"hbv_lt_6","PT-24-018",NA,NA
"hbv_d","PT-24-018",NA,NA
"hbv_t_1","PT-24-018",NA,NA
"hbv_t_2","PT-24-018",NA,NA
"hbv_m_1","PT-24-018",NA,NA
"hbv_m_2","PT-24-018",NA,NA
"hbv_con_1","PT-24-018",NA,NA
"hbv_con_2","PT-24-018",NA,NA
"hbv_con_3","PT-24-018",NA,NA
"hbv_con_4","PT-24-018",NA,NA
"hcv_h_1","PT-24-018",NA,NA
"hcv_h_2","PT-24-018",NA,NA
"hcv_h_3","PT-24-018",NA,NA
"hcv_h_4","PT-24-018",NA,NA
"hcv_h_5","PT-24-018",NA,NA
"hcv_h_6","PT-24-018",NA,NA
"hcv_h_7","PT-24-018",NA,NA
"hcv_h_8","PT-24-018",NA,NA
"hcv_h_9","PT-24-018",NA,NA
"hcv_h_10","PT-24-018",NA,NA
"hcv_h_11","PT-24-018",NA,NA
"hcv_h_12","PT-24-018",NA,NA
"hcv_h_13","PT-24-018",NA,NA
"hcv_h_14","PT-24-018",NA,NA
"hcv_h_15","PT-24-018",NA,NA
"hcv_h_16","PT-24-018",NA,NA
"hcv_h_17","PT-24-018",NA,NA
"hcv_h_18","PT-24-018",NA,NA
"hcv_h_19","PT-24-018",NA,NA
"hcv_h_20","PT-24-018",NA,NA
"hcv_ce_1","PT-24-018",NA,NA
"hcv_ce_2","PT-24-018",NA,NA
"hcv_ce_3","PT-24-018",NA,NA
"hcv_lt_1","PT-24-018",NA,NA
"hcv_lt_2","PT-24-018",NA,NA
"hcv_lt_3","PT-24-018",NA,NA
"hcv_lt_4","PT-24-018",NA,NA
"hcv_lt_5","PT-24-018",NA,NA
"hcv_lt_6","PT-24-018",NA,NA
"hcv_lt_7","PT-24-018",NA,NA
"hcv_lt_8","PT-24-018",NA,NA
"hcv_lt_9","PT-24-018",NA,NA
"hcv_lt_10","PT-24-018",NA,NA
"hcv_lt_11","PT-24-018",NA,NA
"hcv_d","PT-24-018",NA,NA
"hcv_t_1","PT-24-018",NA,NA
"hcv_t_2","PT-24-018",NA,NA
"hcv_m_1","PT-24-018",NA,NA
"hcv_m_2","PT-24-018",NA,NA
"hcv_m_3","PT-24-018",NA,NA
"hcv_con_1","PT-24-018",NA,NA
"hcv_con_2","PT-24-018",NA,NA
"hcv_con_3","PT-24-018",NA,NA
"hcv_con_4","PT-24-018",NA,NA
"hcv_con_5","PT-24-018",NA,NA
"arv_h_1","PT-24-018",0,0
"arv_h_2","PT-24-018",0,0
"arv_h_3","PT-24-018",0,0
"arv_h_4","PT-24-018",0,0
"arv_h_5","PT-24-018",0,0
"arv_h_6","PT-24-018",0,0
"arv_h_7","PT-24-018",0,0
"arv_h_8","PT-24-018",0,0
"arv_h_9","PT-24-018",0,0
"arv_h_10","PT-24-018",0,0
"arv_h_11","PT-24-018",0,0
"arv_h_12","PT-24-018",0,0
"arv_h_13","PT-24-018",1,0
"arv_h_14","PT-24-018",0,0
"arv_h_15","PT-24-018",0,0
"arv_h_16","PT-24-018",0,0
"arv_h_17","PT-24-018",0,0
"arv_h_18","PT-24-018",0,0
"arv_h_19","PT-24-018",0,0
"arv_ce_1","PT-24-018",0,0
"arv_ce_2","PT-24-018",0,0
"arv_ce_3","PT-24-018",0,0
"arv_lt_1","PT-24-018",0,0
"arv_lt_2","PT-24-018",0,0
"arv_lt_3","PT-24-018",0,0
"arv_lt_4","PT-24-018",1,0
"arv_lt_5","PT-24-018",0,0
"arv_lt_6","PT-24-018",0,0
"arv_lt_7","PT-24-018",0,0
"arv_lt_8","PT-24-018",0,0
"arv_lt_9","PT-24-018",0,0
"arv_lt_10","PT-24-018",0,0
"arv_lt_11","PT-24-018",0,0
"arv_d","PT-24-018",0,0
"arv_t_1","PT-24-018",0,0
"arv_t_2","PT-24-018",0,0
"arv_m_1","PT-24-018",0,0
"arv_m_2","PT-24-018",0,0
"arv_m_3","PT-24-018",0,0
"arv_con_1","PT-24-018",0,0
"arv_con_2","PT-24-018",0,0
"arv_con_3","PT-24-018",0,0
"arv_con_4","PT-24-018",0,0
"arv_con_5","PT-24-018",0,0
"ce_1","PT-24-018",0,0
"ce_2","PT-24-018",0,0
"ce_3","PT-24-018",0,0
"ce_4","PT-24-018",0,0
"ce_5","PT-24-018",0,0
"ce_6","PT-24-018",0,0
"ce_7","PT-24-018",0,0
"med_1","PT-24-018",0,0
"med_2","PT-24-018",0,0
"med_3","PT-24-018",0,0
"med_4","PT-24-018",0,0
"med_5","PT-24-018",0,0
"med_6","PT-24-018",0,0
"med_7","PT-24-018",0,0
"med_8","PT-24-018",0,0
"med_9","PT-24-018",0,0
"med_10","PT-24-018",0,0
"med_11","PT-24-018",0,0
"med_12","PT-24-018",0,0
"ast_h_1","PT-24-010",NA,NA
"ast_h_2","PT-24-010",NA,NA
"ast_h_3","PT-24-010",NA,NA
"ast_h_4","PT-24-010",NA,NA
"ast_h_5","PT-24-010",NA,NA
"ast_h_6","PT-24-010",NA,NA
"ast_h_7","PT-24-010",NA,NA
"ast_h_8","PT-24-010",NA,NA
"ast_h_9","PT-24-010",NA,NA
"ast_h_10","PT-24-010",NA,NA
"ast_h_11","PT-24-010",NA,NA
"ast_h_12","PT-24-010",NA,NA
"ast_h_13","PT-24-010",NA,NA
"ast_h_14","PT-24-010",NA,NA
"ast_h_15","PT-24-010",NA,NA
"ast_h_16","PT-24-010",NA,NA
"ast_h_17","PT-24-010",NA,NA
"ast_h_18","PT-24-010",NA,NA
"ast_h_19","PT-24-010",NA,NA
"ast_h_20","PT-24-010",NA,NA
"ast_h_21","PT-24-010",NA,NA
"ast_h_22","PT-24-010",NA,NA
"ast_h_23","PT-24-010",NA,NA
"ast_h_24","PT-24-010",NA,NA
"ast_h_25","PT-24-010",NA,NA
"ast_h_26","PT-24-010",NA,NA
"ast_h_27","PT-24-010",NA,NA
"ast_h_28","PT-24-010",NA,NA
"ast_h_29","PT-24-010",NA,NA
"ast_h_30","PT-24-010",NA,NA
"ast_h_31","PT-24-010",NA,NA
"ast_lt_1","PT-24-010",NA,NA
"ast_lt_2","PT-24-010",NA,NA
"ast_d","PT-24-010",NA,NA
"ast_t_1","PT-24-010",NA,NA
"ast_t_2","PT-24-010",NA,NA
"ast_t_3","PT-24-010",NA,NA
"ast_con_1","PT-24-010",NA,NA
"ast_con_2","PT-24-010",NA,NA
"ast_con_3","PT-24-010",NA,NA
"ast_con_4","PT-24-010",NA,NA
"ast_con_5","PT-24-010",NA,NA
"ast_referral","PT-24-010",NA,NA
"pne_h_1","PT-24-010",NA,NA
"pne_h_2","PT-24-010",NA,NA
"pne_h_3","PT-24-010",NA,NA
"pne_h_4","PT-24-010",NA,NA
"pne_h_5","PT-24-010",NA,NA
"pne_h_6","PT-24-010",NA,NA
"pne_h_7","PT-24-010",NA,NA
"pne_h_8","PT-24-010",NA,NA
"pne_h_9","PT-24-010",NA,NA
"pne_h_10","PT-24-010",NA,NA
"pne_h_11","PT-24-010",NA,NA
"pne_h_12","PT-24-010",NA,NA
"pne_h_13","PT-24-010",NA,NA
"pne_h_14","PT-24-010",NA,NA
"pne_h_15","PT-24-010",NA,NA
"pne_h_16","PT-24-010",NA,NA
"pne_h_17","PT-24-010",NA,NA
"pne_h_18","PT-24-010",NA,NA
"pne_h_19","PT-24-010",NA,NA
"pne_h_20","PT-24-010",NA,NA
"pne_lt_1","PT-24-010",NA,NA
"pne_lt_2","PT-24-010",NA,NA
"pne_d","PT-24-010",NA,NA
"pne_t_1","PT-24-010",NA,NA
"pne_t_2","PT-24-010",NA,NA
"pne_t_3","PT-24-010",NA,NA
"pne_t_4","PT-24-010",NA,NA
"pne_con_1","PT-24-010",NA,NA
"pne_con_2","PT-24-010",NA,NA
"pne_referral","PT-24-010",NA,NA
"t2d_h_1","PT-24-010",NA,NA
"t2d_h_2","PT-24-010",NA,NA
"t2d_h_3","PT-24-010",NA,NA
"t2d_h_4","PT-24-010",NA,NA
"t2d_h_5","PT-24-010",NA,NA
"t2d_h_6","PT-24-010",NA,NA
"t2d_h_7","PT-24-010",NA,NA
"t2d_h_8","PT-24-010",NA,NA
"t2d_h_9","PT-24-010",NA,NA
"t2d_h_10","PT-24-010",NA,NA
"t2d_h_11","PT-24-010",NA,NA
"t2d_h_12","PT-24-010",NA,NA
"t2d_h_13","PT-24-010",NA,NA
"t2d_h_14","PT-24-010",NA,NA
"t2d_h_15","PT-24-010",NA,NA
"t2d_h_16","PT-24-010",NA,NA
"t2d_h_17","PT-24-010",NA,NA
"t2d_h_18","PT-24-010",NA,NA
"t2d_h_19","PT-24-010",NA,NA
"t2d_h_20","PT-24-010",NA,NA
"t2d_ce_1","PT-24-010",NA,NA
"t2d_ce_2","PT-24-010",NA,NA
"t2d_ce_3","PT-24-010",NA,NA
"t2d_ce_4","PT-24-010",NA,NA
"t2d_ce_5","PT-24-010",NA,NA
"t2d_ce_6","PT-24-010",NA,NA
"t2d_lt_1","PT-24-010",NA,NA
"t2d_lt_2","PT-24-010",NA,NA
"t2d_lt_3","PT-24-010",NA,NA
"t2d_d","PT-24-010",NA,NA
"t2d_t_1","PT-24-010",NA,NA
"t2d_t_2","PT-24-010",NA,NA
"t2d_t_3","PT-24-010",NA,NA
"t2d_t_4","PT-24-010",NA,NA
"t2d_con_1","PT-24-010",NA,NA
"t2d_con_2","PT-24-010",NA,NA
"t2d_con_3","PT-24-010",NA,NA
"t2d_con_4","PT-24-010",NA,NA
"t2d_referral","PT-24-010",NA,NA
"tb1_h_1","PT-24-010",NA,NA
"tb1_h_2","PT-24-010",NA,NA
"tb1_h_3","PT-24-010",NA,NA
"tb1_h_4","PT-24-010",NA,NA
"tb1_h_5","PT-24-010",NA,NA
"tb1_h_6","PT-24-010",NA,NA
"tb1_h_7","PT-24-010",NA,NA
"tb1_h_8","PT-24-010",NA,NA
"tb1_h_9","PT-24-010",NA,NA
"tb1_h_10","PT-24-010",NA,NA
"tb1_h_11","PT-24-010",NA,NA
"tb1_h_12","PT-24-010",NA,NA
"tb1_h_13","PT-24-010",NA,NA
"tb1_h_14","PT-24-010",NA,NA
"tb1_h_15","PT-24-010",NA,NA
"tb1_h_16","PT-24-010",NA,NA
"tb1_h_17","PT-24-010",NA,NA
"tb1_h_18","PT-24-010",NA,NA
"tb1_h_19","PT-24-010",NA,NA
"tb1_h_20","PT-24-010",NA,NA
"tb1_h_21","PT-24-010",NA,NA
"tb1_h_22","PT-24-010",NA,NA
"tb1_h_23","PT-24-010",NA,NA
"tb1_h_24","PT-24-010",NA,NA
"tb1_ce_1","PT-24-010",NA,NA
"tb1_ce_2","PT-24-010",NA,NA
"tb1_lt_1","PT-24-010",NA,NA
"tb1_lt_2","PT-24-010",NA,NA
"tb1_lt_3","PT-24-010",NA,NA
"tb1_lt_4","PT-24-010",NA,NA
"tb1_lt_5","PT-24-010",NA,NA
"tb1_d","PT-24-010",NA,NA
"tb1_t_1","PT-24-010",NA,NA
"tb1_t_2","PT-24-010",NA,NA
"tb1_con_1","PT-24-010",NA,NA
"tb1_con_2","PT-24-010",NA,NA
"tb1_con_3","PT-24-010",NA,NA
"tb1_con_4","PT-24-010",NA,NA
"tb1_referral","PT-24-010",NA,NA
"htn_h_1","PT-24-010",NA,NA
"htn_h_2","PT-24-010",NA,NA
"htn_h_3","PT-24-010",NA,NA
"htn_h_4","PT-24-010",NA,NA
"htn_h_5","PT-24-010",NA,NA
"htn_h_6","PT-24-010",NA,NA
"htn_h_7","PT-24-010",NA,NA
"htn_h_8","PT-24-010",NA,NA
"htn_h_9","PT-24-010",NA,NA
"htn_h_10","PT-24-010",NA,NA
"htn_h_11","PT-24-010",NA,NA
"htn_h_12","PT-24-010",NA,NA
"htn_h_13","PT-24-010",NA,NA
"htn_h_14","PT-24-010",NA,NA
"htn_h_15","PT-24-010",NA,NA
"htn_h_16","PT-24-010",NA,NA
"htn_h_17","PT-24-010",NA,NA
"htn_h_18","PT-24-010",NA,NA
"htn_h_19","PT-24-010",NA,NA
"htn_h_20","PT-24-010",NA,NA
